"Dia da semana","Inscritos no turno","Curso","Unidade Curricular","Turno","Lotação da sala","Turma","Sala atribuída à aula","Hora início da aula","Hora fim da aula","Data da aula"
"Sex","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","02/12/2022"
"Qua","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","23/11/2022"
"Qua","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","16/11/2022"
"Qua","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","09/11/2022"
"Qua","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","02/11/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","28/11/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","21/11/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","14/11/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","07/11/2022"
"Ter","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","29/11/2022"
"Ter","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","22/11/2022"
"Ter","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","15/11/2022"
"Ter","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","13:00:00","14:30:00","08/11/2022"
"Sex","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","30","MEA1","AA2.26","10:30:00","12:00:00","04/11/2022"
"Sex","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","30","MEA1","AA2.26","12:00:00","13:30:00","04/11/2022"
"Sex","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","14:30:00","16:00:00","02/12/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","14:30:00","16:00:00","28/11/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","14:30:00","16:00:00","21/11/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","14:30:00","16:00:00","14/11/2022"
"Seg","30","ME","Teoria dos Jogos e dos Contratos","01789TP01","34","MEA1","AA2.25","14:30:00","16:00:00","07/11/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA3.24","18:00:00","20:00:00","12/12/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA3.24","18:00:00","20:00:00","05/12/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA3.24","18:00:00","20:00:00","28/11/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA3.24","18:00:00","20:00:00","21/11/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA3.24","18:00:00","20:00:00","14/11/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","50","DHMCMG1","AA2.23","18:00:00","20:00:00","07/11/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","50","DHMCMG1","AA2.23","18:00:00","20:00:00","31/10/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","50","DHMCMG1","AA2.23","18:00:00","20:00:00","24/10/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA3.24","18:00:00","20:00:00","17/10/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA3.24","18:00:00","20:00:00","10/10/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA2.28","18:00:00","20:00:00","03/10/2022"
"Seg","0","PIUDHIST","Seminário de Projecto I (Piudhist)","SP-I_(Piudhist)S01","30","DHMCMG1","AA2.26","18:00:00","20:00:00","26/09/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","14/12/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","07/12/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","30/11/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","23/11/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","16/11/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","09/11/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","02/11/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","26/10/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","19/10/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","12/10/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","28/09/2022"
"Qua","23","LP","Competências Académicas I","L5205PL05","50","PA3","2,00E+07","11:00:00","12:30:00","21/09/2022"
"Qui","24","CT","Gestão de Conflitos","00668TP02","24","CI-CT-02","AA3.30","13:00:00","15:00:00","10/11/2022"
"Qui","24","CT","Gestão de Conflitos","00668TP02","24","CI-CT-02","AA3.30","13:00:00","15:00:00","03/11/2022"
"Qui","24","CT","Gestão de Conflitos","00668TP02","24","CI-CT-02","AA3.30","13:00:00","15:00:00","27/10/2022"
"Qui","24","CT","Gestão de Conflitos","00668TP02","24","CI-CT-02","AA3.30","13:00:00","15:00:00","20/10/2022"
"Qui","24","CT","Gestão de Conflitos","00668TP02","24","CI-CT-02","AA3.30","13:00:00","15:00:00","13/10/2022"
"Qui","24","CT","Gestão de Conflitos","00668TP02","24","CI-CT-02","AA3.30","13:00:00","15:00:00","06/10/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","09/12/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","02/12/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","25/11/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","18/11/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","11/11/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","28/10/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","21/10/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","14/10/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","07/10/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","30/09/2022"
"Sex","44","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Fundamentos de Arquitectura de Computadores","L0705TP23","70","ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10","C5.06","13:00:00","14:30:00","23/09/2022"
"Seg","3","DF","Investimentos II","01074TP01","30","DFB1","AA2.24","17:30:00","19:00:00","05/12/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","17:30:00","19:00:00","28/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","17:30:00","19:00:00","21/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","17:30:00","19:00:00","14/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","17:30:00","19:00:00","07/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","17:30:00","19:00:00","31/10/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","17:30:00","19:00:00","24/10/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","17:30:00","19:00:00","17/10/2022"
"Seg","3","DF","Investimentos II","01074TP01","30","DFB1","AA2.24","19:00:00","20:30:00","05/12/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","19:00:00","20:30:00","28/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","19:00:00","20:30:00","21/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","19:00:00","20:30:00","14/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","19:00:00","20:30:00","07/11/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","19:00:00","20:30:00","31/10/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","19:00:00","20:30:00","24/10/2022"
"Seg","3","DF","Investimentos II","01074TP01","27","DFB1","D1.07","19:00:00","20:30:00","17/10/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","15/12/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","24/11/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","17/11/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","10/11/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","27/10/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","20/10/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","13/10/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","06/10/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","29/09/2022"
"Qui","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","22/09/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","14/12/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","07/12/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","30/11/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","23/11/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","16/11/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","09/11/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","26/10/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","19/10/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","12/10/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","28/09/2022"
"Qua","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","13:00:00","14:30:00","21/09/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","60","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.01","14:30:00","16:00:00","16/12/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","09/12/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","02/12/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","25/11/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","18/11/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","11/11/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","28/10/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","21/10/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","14/10/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","07/10/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","30/09/2022"
"Sex","52","LETI, LEI, LEI-PL","Cálculo I","03703TP02","80","EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1","C6.10","14:30:00","16:00:00","23/09/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","21/11/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","14/11/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","07/11/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","31/10/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","24/10/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","17/10/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","10/10/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","03/10/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","26/09/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","19/09/2022"
"Seg","99","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Arquitetura de Redes","03708T02","204","EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1","Auditório B1.03","14:30:00","16:00:00","12/09/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","30/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","23/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","16/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","09/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","02/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","26/10/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","19/10/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","12/10/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","28/09/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","21/09/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","11:00:00","12:30:00","14/09/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","30/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","23/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","16/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","09/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","02/11/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","26/10/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","19/10/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","12/10/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","28/09/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","21/09/2022"
"Qua","35","LFC","Reporte Financeiro","M8642TP01","68","FCC2","C4.06","09:30:00","11:00:00","14/09/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","06/12/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","29/11/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","22/11/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","15/11/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","08/11/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","25/10/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","18/10/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","11/10/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","04/10/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","27/09/2022"
"Ter","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","14:30:00","16:00:00","20/09/2022"
"Qua","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","16:00:00","17:30:00","14/12/2022"
"Qua","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","16:00:00","17:30:00","07/12/2022"
"Qua","80","LIGE, LIGE-PL","Gestão e Sistemas de Informação nas Organizações","GSIOTP02","122","IGE-A9, IGE-A8, IGE-A7, IGE-A6, IGE-A5, IGE-A4, IGE-A3, IGE-A2, IGE-A12, IGE-A11, IGE-A10, IGE-A1","Auditório 2","16:00:00","17:30:00","30/11/2022"
